Indv_ID,Median Number of Roots,Maximum Number of Roots,Number of Root Tips,Total Root Length,Depth,Maximum Width,Width-to-Depth Ratio,Network Area,Convex Area,Solidity,Lower Root Area,Average Diameter,Median Diameter,Maximum Diameter,Perimeter,Volume,Surface Area,Holes,Average Hole Size,Computation Time,Average Root Orientation,Shallow Angle Frequency,Medium Angle Frequency,Steep Angle Frequency,Fine Diameter Frequency,Medium Diameter Frequency,Coarse Diameter Frequency
160_271_127,2.666666667,20.66666667,276.3333333,22913.8,1807.333333,924.3333333,0.531978333,256270.6667,1009413.667,0.254949667,186734.6667,21.07,10.66666667,171.962,29766.23333,21866666.67,1510000,189.3333333,502.5113333,0.258666667,49.0343,0.279037333,0.316406333,0.404557,0.172649,0.309113,0.518237667
160_271_128,2,13.5,141,10803.86,1553,682,0.406709,129603,607850.5,0.299618,97508,24.0762,12.2801,138.5335,14815.21,9645000,706765,69,935.205,0.1985,52.7723,0.2508195,0.2577025,0.491478,0.14048265,0.275201,0.5843165
160_271_129,1,4.666666667,43,3840.556667,1448,459.3333333,0.322598,144081.6667,341226.6667,0.419959333,65664.66667,61.50873333,59.13883333,165.2706667,4661.76,19133333.33,762420,4.666666667,205.9546667,0.134666667,51.00236667,0.291489333,0.238537667,0.469973333,0.054193067,0.1254759,0.820330667
160_271_130,1.333333333,5,45,4074.96,1204.666667,437,0.365003,127808.3333,301137.3333,0.479787,85581,55.89933333,32.23686667,192.38,5115.47,18443333.33,713759.6667,5.333333333,1065.976667,0.130666667,49.9437,0.310018667,0.210405333,0.479575333,0.053200933,0.163117433,0.783681667
160_271_131,4.333333333,18.66666667,389.3333333,27363.63333,2448.666667,732.3333333,0.298705,267259.3333,1026831.667,0.262322667,213760,15.21463333,9.904856667,128.32,37220.96667,13093333.33,1356666.667,242,976.144,0.281,56.59426667,0.213764333,0.220925333,0.56531,0.194552333,0.327962333,0.477485667
160_271_132,1.666666667,8.333333333,61.33333333,4686.373333,1043,618,0.591742667,83082.66667,338253.6667,0.269064,57914,30.2176,16.50236667,129.966,6531.123333,6550000,423005.6667,16.33333333,859.3133333,0.133,52.65556667,0.252727667,0.269330333,0.477942667,0.118635467,0.184568333,0.696796333
160_271_134,1.333333333,12.66666667,109.6666667,9384.41,1625.333333,698,0.432181667,146996,598060.6667,0.256787667,97648,30.25866667,12.0415,153.308,12836.25333,16166666.67,842622,46,923.0306667,0.196666667,50.99973333,0.263383333,0.307629,0.428987333,0.1732242,0.263905,0.562871333
160_271_136,1.666666667,6.333333333,46.33333333,5319.51,1556.333333,664.6666667,0.428542333,91398.66667,649135.3333,0.183410233,60662,26.14236667,11.04742333,124.146,8711.41,6316666.667,406762.3333,10.66666667,1128.525333,0.167333333,59.74266667,0.157466333,0.240621333,0.601912667,0.130728567,0.351627333,0.517644
160_271_139,1.333333333,7.333333333,67.33333333,6185.55,1513,580,0.400217,109740.3333,523608.6667,0.228078,81822.33333,30.32243333,13.696,137.0463333,9346.99,9413333.333,550784.3333,15.33333333,1507.103333,0.157333333,57.40326667,0.1920776,0.236401,0.571521667,0.0764337,0.259390333,0.664175667
160_271_140,2.333333333,10.33333333,125,8919.88,1532.333333,777.6666667,0.514885667,139826.3333,672648,0.211733667,76233.66667,25.52246667,12.3975,134.6953333,12453.13333,11146666.67,726916,40.33333333,681.9116667,0.200666667,53.436,0.256261,0.233178,0.510561333,0.151390667,0.270404333,0.578204667
160_271_144,1.333333333,4.333333333,29.66666667,3384.456667,1251.333333,443.3333333,0.362551667,102790,328520.3333,0.318261333,67317.66667,49.66816667,48.197,147.243,4898.76,9593333.333,481077.6667,3.333333333,1366.596667,0.135,55.27996667,0.247033333,0.209232,0.543734667,0.070552967,0.1726418,0.756805333
160_271_145,4,15,177.6666667,18507.37333,1794.333333,1047.666667,0.572976667,230521,1162628.667,0.249119667,174355,28.31003333,14.4201,155.0606667,26105.3,16900000,1201363,120.3333333,1080.685667,0.255,51.7376,0.23319,0.329416,0.437394,0.121458133,0.267372667,0.611169333
160_271_146,1,4.5,39.5,3439.06,1039.5,370,0.355032,107388,252391.5,0.494113,63115.5,61.57815,48.32515,172.4545,3996.82,15900000,632004,6,973.6685,0.108,49.26835,0.3167205,0.222437,0.4608425,0.046608,0.143371,0.8100205
160_271_147,1.5,6,35,4380.465,1677.5,502,0.3067055,105794,491345.5,0.2596585,73212,35.5277,16.2808,135.7765,7111.88,8780000,472831,3,11418.5,0.138,64.81,0.13049,0.175982,0.6935285,0.0320394,0.1996606,0.7683
160_271_148,2.666666667,10.66666667,160,13330.18,2279.333333,769.3333333,0.352096,155233.3333,1059951,0.149193,131466.6667,21.07703333,10.84025667,142.4093333,19690.3,10043333.33,790990.6667,73.33333333,1630.116667,0.233333333,54.14393333,0.227447667,0.269249667,0.503302667,0.166257667,0.312657333,0.521085
160_271_149,1.333333333,4.333333333,58,4786.403333,1382.333333,433.3333333,0.355431,91769,325484.6667,0.381287333,61744.33333,42.0912,34.19626667,147.6346667,6893.45,8700000,464692.6667,18.33333333,NA,0.132,55.44596667,0.231171333,0.241316333,0.527512,0.090705833,0.185877433,0.723416667
160_271_150,1.333333333,5.333333333,40,3573.576667,1025,550,0.577017333,70077.33333,330345,0.23186,53888.33333,37.07703333,24.04592333,133.0243333,5305.996667,7553333.333,381253.6667,2.333333333,847.5833333,0.122666667,51.6336,0.284435,0.248141667,0.467423667,0.1187776,0.287851667,0.593370667
160_271_151,4.666666667,14.66666667,222,19073.93333,2373.333333,983.3333333,0.425345,191681.3333,1383333.333,0.139332367,170892.6667,15.09086667,10.32276667,137.313,29561.73333,8533333.333,912936,99.33333333,3145.323333,0.282666667,57.7208,0.176932,0.258668333,0.5644,0.198757333,0.301585333,0.499657333
160_271_152,2.5,14,185,11098.88,1485.5,853,0.588228,135480,721040,0.200664,98484.5,21.6578,10.303085,137.7425,15124.1,10195000,724705,68,653.813,0.173,51.70175,0.2371215,0.3251475,0.437731,0.2056,0.300194,0.494206
160_271_153,2.666666667,16.66666667,326,22691.53333,2544,962.3333333,0.380534667,203492.6667,1660000,0.122927,193118.6667,13.7062,9.64809,116.2873333,32878.66667,7990000,1003957,170.6666667,980.0656667,0.283,56.32836667,0.199168667,0.263023667,0.537807667,0.215645,0.343051667,0.441303333
160_271_154,2.333333333,7.666666667,82.33333333,7497.693333,1819,925.3333333,0.528149667,136794.3333,929993,0.147506667,80073.33333,27.14046667,13.4366,128.1086667,11663.78333,10243333.33,639575.3333,13,5585.628,0.208,56.7411,0.190746,0.261708333,0.547545667,0.111583833,0.235727333,0.652688333
160_271_155,2,8.333333333,99.66666667,6561.143333,1338,765.6666667,0.548008333,111283.3333,632248.3333,0.279820667,76338.33333,34.77536667,23.31232333,140.3373333,9275.346667,9606666.667,546906,34,NA,0.184666667,56.83416667,0.200218667,0.260587667,0.539193667,0.119344467,0.316646,0.564009333
160_271_156,1.333333333,6.666666667,57.33333333,5685.506667,1440,986,0.629447333,121502,769702.3333,0.248334,68634.66667,39.79936667,34.01983333,135.6416667,8650.25,9823333.333,567907.6667,8,NA,0.206,50.94236667,0.267227333,0.310753667,0.422018667,0.0767891,0.237504333,0.685707
160_271_157,1.5,8.5,77.5,6120.17,1164.5,799.5,0.6678015,121301,675510,0.2611965,73021,45.9783,41.44855,158.057,8351.02,13250000,651652.5,23.5,321.072,0.1475,47.7313,0.3149745,0.304779,0.3802465,0.10463335,0.241972,0.6533945
160_271_158,3.333333333,10,96,12318.66667,2038.666667,1156.333333,0.571751667,198594.3333,1261156.333,0.160553,174950,23.62423333,15.86413333,153.4273333,19675.4,11933333.33,915853,25.33333333,9659.486667,0.255333333,57.31493333,0.162442667,0.301543,0.536013667,0.072562,0.210972333,0.716465667
160_271_161,1.333333333,7,39.66666667,5371.15,1623.333333,768.3333333,0.496473333,119456,672166.6667,0.182752,76667,31.59276667,15.52006667,138.6406667,8648.223333,8743333.333,523083.3333,7.333333333,3168.11,0.164,59.74913333,0.158695333,0.238466667,0.602838,0.032451233,0.189058667,0.778490333
160_271_162,2.5,14.5,176.5,13272.18,1974,968.5,0.4951335,187523.5,1220000,0.154073,114163.5,27.39355,12.83095,165.425,17471.95,19850000,1130000,72,712.2325,0.242,51.21595,0.253364,0.2851095,0.4615265,0.1285481,0.2453105,0.6261415
160_271_163,1.333333333,4.333333333,24,2789.526667,1031.666667,532,0.514314667,69152.66667,337758.3333,0.279588667,49465.33333,41.4437,30.95833333,126.637,4058.43,6286666.667,350008.3333,2.333333333,NA,0.124666667,55.01876667,0.230517333,0.222586667,0.546896,0.040580733,0.166157,0.793262333
160_271_165,1,5,32,3366.89,969,719,0.742002,82340,243249,0.338501,54216,38.2173,20.5913,131.848,4728.44,6900000,402050,9,1969.78,0.128,45.8515,0.291495,0.430041,0.278464,0.0349794,0.203018,0.762003
160_271_166,4.333333333,19.33333333,320.6666667,25289.21333,1917.333333,734.3333333,0.374819,264440.6667,1025753.667,0.266644333,227607.6667,19.92863333,11.7746,144.278,31742.68,15210000,1453202.667,238,871.759,0.232333333,52.3724,0.257794667,0.268333333,0.473871667,0.164575333,0.280580667,0.554844333
160_271_169,5.333333333,16.33333333,234.6666667,19953.4,2105,1208.666667,0.597485333,231223.3333,1400000,0.172946,188498.6667,18.01503333,11.5497,138.6316667,30040.26667,11700000,1115872.333,101.6666667,1927.333333,0.319,54.89696667,0.189999667,0.325952667,0.484047667,0.1384403,0.311862333,0.549697333
160_271_172,2.666666667,8,112.6666667,9425.096667,1888.333333,770.3333333,0.389924,133538.6667,1004931.333,0.165282233,100099,20.87413333,10.53112333,127.7643333,14565.63333,9503333.333,655755.6667,28.66666667,630.5016667,0.220333333,60.36566667,0.166873667,0.196251,0.636875667,0.159298333,0.346499667,0.494202
160_271_173,1.666666667,13,168.3333333,13546.93333,2226.333333,1057.666667,0.483084333,161254,1243488,0.149151333,127394.6667,19.00956667,10.55396667,146.03,19792.3,11430000,823939.3333,74.66666667,2266.346333,0.263,53.44783333,0.227129333,0.283734,0.489136667,0.170641667,0.329688,0.499670333
160_271_174,3,12,200.6666667,14923.89333,2372,574.3333333,0.242168333,141571.3333,796690.6667,0.179645667,114857,14.18083333,10,106.3409667,22539.26667,5383333.333,680994,85.33333333,1313.519,0.203666667,57.6069,0.188964667,0.244755667,0.566279667,0.187825333,0.356508667,0.455666
160_271_175,1,3.5,23.5,2563.955,1113,310.5,0.279755,63824,166279.5,0.379878,44595.5,37.5915,17.57575,123.742,3799.065,5940000,311485.5,3.5,1047,0.106,57.6901,0.2203095,0.1909015,0.588789,0.04292775,0.309517,0.647555
160_271_176,1.333333333,8.333333333,107,8669.543333,1855,956.6666667,0.496956667,118884.6667,1087672.333,0.193577433,89443.33333,26.80443333,14.66666667,122.9726667,13815.55667,6776666.667,537214.6667,29,757.92,0.223333333,55.05913333,0.219361667,0.258569667,0.522069,0.113612533,0.238316333,0.648072
160_271_177,1.333333333,8.666666667,116.6666667,8561.22,1787.333333,952.6666667,0.589397333,124398.3333,994383.6667,0.133068333,102711,24.67193333,11.5497,152.2293333,13378.16667,10183333.33,613230.3333,21.66666667,492.6213333,0.205,55.9775,0.179476333,0.311386667,0.509137,0.123502733,0.292399667,0.584098
160_271_180,3.333333333,12.33333333,213.6666667,15183.7,2219.333333,1023.333333,0.601665333,162760.6667,1180000,0.1393502,144784.3333,17.77376667,10.16176,152.325,23138,9573333.333,796461.6667,76.33333333,1296.917333,0.250333333,55.78463333,0.213439,0.248347,0.538213667,0.194324333,0.329734667,0.475941
160_271_181,3.666666667,18.33333333,204.6666667,18766.76667,2030.666667,1132,0.602747333,229102,1316666.667,0.173333667,195317.3333,19.3907,11.83346667,151.4296667,27233.6,15813333.33,1191759.667,92.66666667,4118.734667,0.268333333,54.6135,0.209299,0.280978,0.509723,0.159690333,0.279759,0.560550667
160_271_183,2,14,162.6666667,11440.03333,1520.666667,939.3333333,0.651617,139895.6667,755288,0.183405667,101246.6667,20.50783333,10.72183333,153.0473333,16403.23333,11270000,756345,63,1033.738333,0.200666667,47.81643333,0.275052333,0.339228,0.38572,0.176621667,0.324387333,0.498991333
160_271_184,1,8.333333333,70,5852.476667,1339.333333,666,0.535834,119138.6667,505627,0.234391,76680.66667,33.46733333,14.2776,155.0959667,7990.623333,12950000,623727,25,899.0766667,0.156666667,53.14593333,0.262888667,0.255934333,0.481177333,0.098303033,0.243852333,0.657845
160_271_185,2,6,41,4053.3,1163,954,0.820292,103951,589171,0.176436,67222,40.8157,17.8885,158.644,6039.66,10500000,517214,2,263.5,0.172,47.8834,0.306411,0.316295,0.377295,0.0355832,0.209545,0.754872
160_271_187,3,12.66666667,120.6666667,11849.4,1626.333333,1178.333333,0.71117,158180.3333,1139114,0.155245,99494,21.9403,12.70163333,133.5133333,17654.06667,10116666.67,792745.3333,47.66666667,1964.151,0.234666667,51.58686667,0.243929333,0.319625333,0.436445333,0.133058467,0.269420333,0.597521
160_271_189,3.5,11,160.5,12451.76,1812,800,0.449495,180736,845083.5,0.218221,116742.5,26.9172,12.2801,141.4395,18711.345,13450000,876329.5,56,3963.055,0.1995,54.50945,0.2473505,0.219069,0.533581,0.1439868,0.270687,0.585326
160_271_193,4.333333333,18.33333333,351.3333333,23349.7,2225.333333,846,0.386191,229116.6667,1153691.667,0.201710667,185468.3333,16.44613333,10.04906,133.5603333,32068.1,12676666.67,1205400,193.3333333,782.978,0.256333333,58.00263333,0.195345667,0.223283667,0.581370333,0.194463,0.330138333,0.475398667
160_271_194,1.666666667,9,75,7437.41,1550.666667,773.3333333,0.490963,114606.6667,726277,0.167821,81234,26.4024,11.2058,135.2753333,11425.61,9026666.667,572868.3333,21.33333333,754.421,0.170666667,53.34803333,0.221280333,0.308932,0.469787667,0.1358674,0.322040667,0.542092
160_271_197,1.5,5.5,29.5,3465.96,1213,327.5,0.2716915,82576,258294,0.320363,42355,36.72715,13.38515,128.3995,5629.15,7160000,365734.5,4,154.357,0.111,63.50635,0.1251635,0.1866115,0.688225,0.05938165,0.3239685,0.6166495
160_271_198,5,16.33333333,334,23610.26667,2328,678,0.299156667,208789.3333,985768.6667,0.214042667,201907.6667,14.33483333,9.063493333,153.501,32568.1,10110000,1103333.333,213,758.909,0.249,55.45956667,0.211631,0.256189333,0.532179333,0.220360667,0.360936667,0.418702667
160_271_209,3.333333333,13.66666667,191.3333333,11095.97667,1531.666667,740.3333333,0.484001,154595,693168.6667,0.240034333,107944.6667,22.54283333,12.02183333,148.7676667,15489.13333,11433333.33,781744,50.33333333,1817.403333,0.180666667,56.09976667,0.211159667,0.240846,0.547994,0.121975,0.303956,0.574069333
160_271_210,1,7,49.5,4581.295,1505.5,576.5,0.3836575,123914,497282.5,0.249138,46940,41.0027,25.9322,132.91,6966.83,10850000,566916,6,3013.085,0.144,51.73325,0.275986,0.249012,0.4750015,0.0601193,0.257793,0.682087
160_271_215,1,5,32,2998.25,1101,357,0.324251,137512,295144,0.465915,54449,72.9327,89.822,171.266,3635.01,17400000,697035,1,74,0.122,49.6279,0.309098,0.208054,0.482849,0.0279642,0.105145,0.86689
160_271_217,1.333333333,10.66666667,157,9801.083333,1700.666667,724,0.409472333,176116,786965.6667,0.275504667,105762.6667,36.02483333,26.98986667,165.8296667,13681.16333,15233333.33,858679.3333,41.33333333,NA,0.197666667,55.23553333,0.228557667,0.222507667,0.548934667,0.104341133,0.266150333,0.629509
160_271_218,2.666666667,15,155.6666667,14793.95333,1854.666667,1322,0.676378,198559.6667,1547700.667,0.179438167,125038.3333,23.06396667,13.69606667,144.2256667,21128.53333,13030000,989233.6667,86,866.919,0.289333333,54.0443,0.219303,0.289644333,0.491052667,0.118366567,0.258768667,0.622864667
160_271_219,2,10.33333333,104.6666667,10155.26,905,667.6666667,0.490103667,131786.3333,536189,0.163066,94844,17.01873333,9.186166667,105.7793333,12706.5,11400000,760715.6667,79.66666667,285.907,0.129666667,32.82066667,0.192623,0.197126667,0.276917,0.088087333,0.159540333,0.419038667
160_271_221,1,6.666666667,40.66666667,4549.703333,1257,799.3333333,0.642913,104065.3333,462914,0.225784667,73912.66667,37.18526667,19.7289,133.7426667,6302.093333,9646666.667,534417.3333,11.66666667,716.1253333,0.139333333,48.45123333,0.275257667,0.322819667,0.401922667,0.044750467,0.147342667,0.807907
160_271_222,1.5,4.5,42.5,3022.535,780.5,654.5,0.7425195,67400.5,310885.25,0.393869,44229,41.5806,40.1734,114.4775,4259.49,5300000,330928.5,6,61.318,0.1185,46.61015,0.31456,0.310779,0.374661,0.08488605,0.1366821,0.778432
160_271_301,1.666666667,10.66666667,85.66666667,8582.283333,1202.666667,965.6666667,0.773141,161636.6667,694945,0.274919,88148,40.45393333,22.64413333,150.4976667,11337.41667,15260000,856252,41.33333333,427.6666667,0.176,45.99723333,0.345820333,0.290390333,0.363789333,0.0752846,0.191047,0.733668333
160_271_302,1.666666667,9.666666667,100.3333333,8468.88,2071,678.3333333,0.334689333,153197.3333,771120.3333,0.231224,82571.66667,33.69473333,13.2639,148.9616667,12719.08667,13553333.33,752359.3333,23.33333333,4191.663333,0.198666667,57.3229,0.206766667,0.228669333,0.564564333,0.123620233,0.294946,0.581433667
160_271_303,1.333333333,13.66666667,120.6666667,8821.02,1218.333333,913.3333333,0.840965333,142755.6667,600579.3333,0.23605,103156.6667,31.46236667,15.0517,155.634,11563.72333,14633333.33,813131.3333,40.66666667,1076.312,0.185333333,46.10726667,0.345108667,0.280535,0.374356333,0.139462933,0.251944333,0.608592667
160_271_304,1.666666667,6,42.66666667,5579.686667,1522,642,0.440303667,112285,570099,0.218377667,98737,35.468,15.69053333,146.4386667,8645.896667,10290000,554385,12.33333333,2637.5,0.157666667,58.93843333,0.167317333,0.242219,0.590463667,0.058390367,0.218474333,0.723135
160_271_306,3.333333333,16.66666667,168.3333333,13262.58667,1343.666667,876,0.687981,182081,686818.6667,0.266282333,137378.3333,26.29076667,12.754,177.9366667,16942.46667,19533333.33,1085003.667,86.66666667,710.6273333,0.193,49.29733333,0.301889333,0.261064333,0.437046667,0.137410667,0.274159333,0.58843
160_271_307,1.333333333,10,78.33333333,5946.493333,1326,471,0.448295,118872.6667,417555.3333,0.345929667,72566,37.58976667,17.9898,143.06,8472.046667,11733333.33,606067.3333,16.33333333,2360.164433,0.145333333,52.16013333,0.264944333,0.248055333,0.487000333,0.138752467,0.236683667,0.624564
160_271_308,2.666666667,10.66666667,84.33333333,10097.61333,1926,819.3333333,0.425027333,193791,992396,0.199822333,153691.3333,34.33213333,13.59706667,200.7563333,15024.66667,23766666.67,1062775.333,20.33333333,1301.366,0.208666667,58.3941,0.190943333,0.217014667,0.592042333,0.0732567,0.258744333,0.667999
160_271_309,2.666666667,10.66666667,126.3333333,12455.09333,1861,993.3333333,0.534633333,170619,1074794.333,0.157051,140362,22.23753333,12.9708,125.3731667,18469.28667,10026666.67,795372.6667,68.66666667,4542.260333,0.231333333,57.95226667,0.170077,0.259818,0.570105,0.119356,0.241120333,0.639523
160_271_310,2.333333333,10.33333333,88,6802.79,1349.666667,782.3333333,0.572178333,111737.3333,559202.6667,0.243971,70105.66667,30.51113333,22.34065667,141.9673333,9999.103333,10043333.33,573256.6667,24.33333333,1077.69,0.152666667,54.75053333,0.237273667,0.230992667,0.531733667,0.120768167,0.321748,0.557483667
160_271_312,1.5,7,45,4457.935,1312.5,501,0.4250805,101556.5,399202.5,0.255786,88009,43.5962,18,167.217,5852.43,13450000,608744.5,5.5,649.2165,0.123,51.9062,0.266611,0.270465,0.462924,0.0330458,0.179489,0.7874655
160_271_314,1,4.333333333,31,2922.596667,827.3333333,462,0.575002667,110205.3333,271127.1667,0.490937667,51227.66667,64.89873333,61.8405,152.303,3598.196667,13406666.67,574934.3333,1.666666667,NA,0.111,48.1324,0.290923667,0.301731,0.407345,0.032365233,0.077348367,0.890286333
160_271_318,1,4.333333333,29.33333333,2281.33,996.6666667,391.3333333,0.413028333,63473.33333,173477,0.372636667,31681.66667,44.06466667,35.02486667,122.9253333,3105.06,5700000,317247,1.666666667,240,0.114333333,55.9172,0.216853,0.258905,0.524242,0.050079533,0.182170667,0.76775
160_271_320,2.333333333,9.666666667,146,10128.41333,2007,490.6666667,0.243792333,95819.66667,648801.6667,0.149557667,76859,18.44883333,9.857256667,108.7196333,15365.56333,4836666.667,468389.3333,65.66666667,2297.435667,0.173666667,57.49846667,0.190902333,0.250477667,0.55862,0.202111333,0.329837,0.468051333
160_271_323,1,4,37.5,3679.885,1177,413,0.3535455,142278.5,297886.5,0.490733,66842.5,66.02175,72.43035,165.5375,4311.24,18100000,763347,3,55.4,0.1165,49.4437,0.2980515,0.2405145,0.4614335,0.0197566,0.11638,0.8638635
160_271_324,2,12.66666667,115.3333333,11592.45333,1870,928,0.498550333,212852.6667,963638.6667,0.218914667,159107.3333,31.33996667,16.3661,177.2703333,16163.4,21666666.67,1147900,40.33333333,1672.479333,0.224666667,57.11076667,0.161508333,0.299028,0.539463667,0.0692159,0.166472667,0.764311
160_271_326,3.333333333,15.33333333,248,18819.90667,2317.666667,986,0.411715667,197296,1518365.333,0.147074033,197296,16.80526667,10.59712333,163.3933333,27927.36667,11203333.33,985527,110.3333333,1154.936333,0.273666667,57.48903333,0.186343333,0.235707,0.577949333,0.174306333,0.306266333,0.519427
160_271_327,2.666666667,14.66666667,161.6666667,15762.25,2196,815.3333333,0.369968,225836.3333,1160639,0.207391333,168259.3333,24.29983333,13.4785,157.547,22715.2,17266666.67,1136666.667,85,2317.731667,0.225333333,52.97076667,0.240147667,0.263512667,0.496339333,0.128231333,0.258142,0.613626667
160_271_329,1,4.5,45,3475.045,1395.5,326.5,0.23391,119456.5,301230.5,0.423351,83733,54.18725,51.20715,166.703,4834.08,12850000,582678.5,1,NA,0.1125,54.3407,0.258041,0.214764,0.5271955,0.06269405,0.181739,0.755567
160_271_330,1.666666667,7,71,5865.936667,1513,555.6666667,0.367051667,149794,515508,0.330213333,93872.66667,45.4482,23.2076,161.643,8310.923333,16033333.33,741290.6667,11.33333333,645.3666667,0.150333333,57.58546667,0.203584333,0.247048333,0.549367667,0.065215367,0.160076333,0.774708333
160_271_331,1.5,5,39.5,3622.5,1274,484,0.375041,118901,437933.5,0.3333385,73263.5,51.52735,32.08615,162.2545,5224.47,13000000,564924,3,893.625,0.1215,55.49105,0.2374565,0.225515,0.5370285,0.0444466,0.1345435,0.8210095
160_271_332,3.666666667,16,321.6666667,17970.04333,1624.666667,980,0.626242,222625,987243.6667,0.229139667,199003.3333,21.75526667,12.9574,174.7883333,23814.76667,16066666.67,1181092,113,1342.651,0.224333333,52.3351,0.231900333,0.297656333,0.470443333,0.1309512,0.260886667,0.608162
160_271_341,1.333333333,7.333333333,61.33333333,6075.723333,1745.666667,767.6666667,0.422760333,139136.6667,816893.3333,0.243411,83781.33333,41.22033333,28.27153333,144.0116667,9032.88,13966666.67,675307.3333,10.66666667,789.521,0.183666667,56.05396667,0.223465,0.232325667,0.544209333,0.084206033,0.260947667,0.654846667
160_271_343,1,3.5,29.5,2844.17,1271.5,565,0.450739,80778.5,322884.5,0.25113,56125,44.43975,32.10495,119.608,4149.23,7210000,388769.5,1,1470,0.1255,54.67185,0.204956,0.290787,0.504257,0.0403568,0.253446,0.706197
160_271_345,2.333333333,8,49.66666667,7533.473333,1709,790,0.459459,140965.6667,779180,0.189400667,108940.6667,27.9601,14.8308,146.1566667,12164.46667,10433333.33,664112,10,6520.833333,0.182666667,62.09763333,0.128280667,0.23198,0.639739333,0.033404867,0.204577333,0.762018
160_271_346,1.666666667,8,104.3333333,6651.67,1513.666667,540.3333333,0.3435,130122.6667,545259,0.356710333,77538.33333,45.10733333,34.3138,148.4246667,9053.546667,11583333.33,646228.3333,23,NA,0.152333333,57.4014,0.219297,0.201117,0.579586333,0.079943033,0.224303333,0.695753333
160_271_348,1.333333333,11,144.3333333,9084.426667,1871.666667,836,0.446552667,171876,863089.3333,0.201371667,87864,30.20176667,16.00166667,131.7913333,12618.76667,13433333.33,848570,25.66666667,566.0296667,0.215,52.02876667,0.262582667,0.274473667,0.462944,0.108758733,0.194978,0.696263
160_271_350,1.333333333,7,43,5108.363333,1295.333333,825.3333333,0.674972667,116123.6667,597129.6667,0.206866,88998,40.48973333,15.08476667,172.3656667,7343.056667,14990000,648545.6667,6,574.5001,0.163,48.33083333,0.263889,0.360527,0.375583333,0.089491833,0.249757,0.660751333
160_271_351,1.333333333,10,120.3333333,8295.656667,1535.666667,681,0.442957667,143582.3333,590630,0.24464,97101.66667,28.35473333,15.47406667,144.4216667,10569.20333,12500000,776269,39.33333333,1066.381,0.172,51.3991,0.244029,0.311492667,0.444478667,0.106022333,0.218016,0.675961667
